0.000000,-1.444076,0.338560,0.003243,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.010989,-0.004884,-0.004884,-0.021978,-0.007326,-0.007326,-11.353846,2.123077,-0.800000,4.629060,-0.227106,1.340659,0.090354,-1.500000,0.350000,0.000000,-0.000000,-1.725000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.010000,-1.444076,0.338560,0.003243,-0.023842,-1.721027,-0.026131,-0.002480,0.010989,-0.010989,-0.004884,-0.004884,-0.007326,0.007326,-0.007326,-11.353846,2.123077,-0.800000,4.642735,-0.231990,1.345543,0.090354,-1.500000,0.350000,0.000001,0.000000,-1.725000,0.000000,-0.000000,-0.000289,0.000118,0.000325,0.000117,-0.000043,0.000019,-0.000129,-0.057748,0.023771,0.065044,0.023442,-0.008415,0.003852,-0.025773
0.020000,-1.444076,0.338560,0.003243,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.010989,-0.004884,-0.004884,-0.007326,0.007326,0.007326,-11.353846,2.123077,-0.772650,4.642735,-0.231990,1.345543,0.100122,-1.500000,0.350000,0.000009,0.000003,-1.725000,0.000001,-0.000003,-0.001154,0.000478,0.001301,0.000470,-0.000166,0.000078,-0.000515,-0.115160,0.048445,0.130080,0.047244,-0.016172,0.007889,-0.051519
0.030000,-1.444076,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.010989,-0.004884,-0.004884,-0.007326,0.007326,-0.007326,-11.353846,2.123077,-0.800000,4.615385,-0.227106,1.340659,0.090354,-1.500000,0.350010,0.000029,0.000011,-1.725000,0.000002,-0.000012,-0.002591,0.001090,0.002926,0.001063,-0.000364,0.000177,-0.001159,-0.172160,0.073996,0.195030,0.071383,-0.023265,0.012107,-0.077209
0.040000,-1.444076,0.338560,0.003243,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.010989,-0.004884,-0.004884,-0.007326,0.007326,-0.021978,-11.380220,2.149451,-0.813675,4.601709,-0.251526,1.335775,0.080586,-1.500100,0.350030,0.000069,0.000025,-1.725000,0.000004,-0.000027,-0.004596,0.001961,0.005201,0.001899,-0.000629,0.000320,-0.002059,-0.228710,0.100390,0.259840,0.095837,-0.029689,0.016501,-0.102820
0.050000,-1.444076,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.010989,-0.004884,-0.004884,-0.007326,0.007326,-0.007326,-11.380220,2.202198,-0.772650,4.629060,-0.251526,1.340659,0.095238,-1.500100,0.350050,0.000135,0.000049,-1.725000,0.000008,-0.000054,-0.007163,0.003100,0.008122,0.002981,-0.000955,0.000508,-0.003215,-0.284750,0.127610,0.324430,0.120580,-0.035443,0.021064,-0.128320
0.060000,-1.444076,0.338560,0.003243,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,0.010989,-0.014652,-0.004884,-0.007326,0.007326,-0.021978,-11.380220,2.202198,-0.772650,4.601709,-0.256410,1.340659,0.090354,-1.500200,0.350090,0.000234,0.000086,-1.725000,0.000015,-0.000093,-0.010289,0.004516,0.011689,0.004311,-0.001336,0.000742,-0.004625,-0.340210,0.155610,0.388740,0.145600,-0.040522,0.025790,-0.153680
0.070000,-1.444076,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.010989,-0.004884,-0.004884,-0.007326,-0.007326,-0.007326,-11.353846,2.202198,-0.772650,4.615385,-0.266178,1.340659,0.090354,-1.500300,0.350140,0.000371,0.000136,-1.725000,0.000023,-0.000147,-0.013965,0.006215,0.015896,0.005894,-0.001764,0.001024,-0.006288,-0.395040,0.184360,0.452720,0.170870,-0.044926,0.030673,-0.178880
0.080000,-1.444076,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.010989,-0.004884,-0.004884,-0.007326,0.007326,-0.007326,-11.432967,2.175824,-0.676923,4.642735,-0.236874,1.340659,0.080586,-1.500500,0.350210,0.000554,0.000204,-1.725100,0.000035,-0.000219,-0.018187,0.008206,0.020742,0.007730,-0.002232,0.001356,-0.008202,-0.449180,0.213830,0.516280,0.196360,-0.048653,0.035707,-0.203890
0.090000,-1.444076,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.010989,-0.004884,-0.004884,-0.007326,0.021978,-0.021978,-11.512088,2.202198,-0.663248,4.683761,-0.251526,1.350427,0.070818,-1.500700,0.350310,0.000788,0.000292,-1.725100,0.000051,-0.000312,-0.022946,0.010494,0.026220,0.009821,-0.002734,0.001739,-0.010365,-0.502580,0.243990,0.579360,0.222050,-0.051703,0.040883,-0.228680
0.100000,-1.444076,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.032967,-0.004884,-0.004884,-0.007326,0.021978,-0.007326,-11.564835,2.202198,-0.608547,4.738462,-0.236874,1.340659,0.051282,-1.500900,0.350420,0.001081,0.000402,-1.725100,0.000070,-0.000427,-0.028236,0.013088,0.032327,0.012171,-0.003264,0.002174,-0.012775,-0.555180,0.274810,0.641900,0.247920,-0.054077,0.046195,-0.253230
0.110000,-1.444076,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.010989,-0.004884,-0.004884,-0.021978,0.007326,-0.007326,-11.591209,2.254945,-0.540171,4.724786,-0.231990,1.335775,0.046398,-1.501300,0.350570,0.001437,0.000536,-1.725200,0.000094,-0.000568,-0.034047,0.015992,0.039056,0.014780,-0.003814,0.002663,-0.015429,-0.606930,0.306230,0.703840,0.273950,-0.055777,0.051634,-0.277510
0.120000,-1.444076,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.010989,-0.004884,-0.004884,-0.007326,0.007326,-0.007326,-11.670330,2.360440,-0.471795,4.738462,-0.227106,1.340659,0.046398,-1.501600,0.350750,0.001864,0.000698,-1.725200,0.000124,-0.000737,-0.040371,0.019214,0.046402,0.017650,-0.004377,0.003207,-0.018324,-0.657770,0.338240,0.765110,0.300100,-0.056805,0.057193,-0.301500
0.130000,-1.444076,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002480,-0.032967,-0.010989,-0.004884,-0.004884,-0.007326,-0.007326,-0.007326,-11.828571,2.360440,-0.362393,4.793162,-0.236874,1.340659,0.036630,-1.502100,0.350960,0.002367,0.000890,-1.725200,0.000159,-0.000935,-0.047199,0.022759,0.054356,0.020783,-0.004948,0.003808,-0.021458,-0.707660,0.370790,0.825650,0.326350,-0.057163,0.062863,-0.325160
0.140000,-1.444076,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.010989,0.004884,-0.004884,-0.007326,0.007326,-0.007326,-11.881319,2.386813,-0.252991,4.834188,-0.231990,1.340659,0.041514,-1.502600,0.351200,0.002953,0.001115,-1.725300,0.000200,-0.001167,-0.054521,0.026632,0.062912,0.024178,-0.005518,0.004465,-0.024826,-0.756530,0.403850,0.885400,0.352690,-0.056856,0.068635,-0.348480
0.150000,-1.444076,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002480,-0.010989,-0.010989,0.004884,-0.004884,-0.007326,0.007326,-0.007326,-11.986813,2.439560,-0.143590,4.916239,-0.227106,1.350427,0.041514,-1.503200,0.351490,0.003627,0.001375,-1.725400,0.000248,-0.001433,-0.062326,0.030838,0.072061,0.027837,-0.006083,0.005181,-0.028426,-0.804350,0.437380,0.944290,0.379080,-0.055888,0.074500,-0.371430
0.160000,-1.444076,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002861,-0.032967,-0.010989,0.004884,-0.004884,-0.007326,0.007326,-0.007326,-12.092308,2.492308,0.047863,4.984615,-0.246642,1.350427,0.002442,-1.503800,0.351820,0.004396,0.001672,-1.725400,0.000304,-0.001736,-0.070605,0.035381,0.081795,0.031760,-0.006634,0.005955,-0.032253,-0.851060,0.471330,1.002300,0.405500,-0.054265,0.080448,-0.393980
0.170000,-1.444457,0.338560,0.003624,-0.023842,-1.721027,-0.026131,-0.002861,-0.010989,-0.010989,0.004884,-0.004884,-0.007326,0.007326,-0.021978,-12.197802,2.571429,0.170940,5.066667,-0.256410,1.360195,-0.017094,-1.504600,0.352200,0.005265,0.002011,-1.725500,0.000367,-0.002079,-0.079344,0.040265,0.092103,0.035947,-0.007166,0.006790,-0.036304,-0.896620,0.505670,1.059300,0.431930,-0.051993,0.086471,-0.416110
0.180000,-1.444457,0.338560,0.004005,-0.023842,-1.721027,-0.026131,-0.002861,-0.032967,-0.010989,0.034188,-0.004884,-0.007326,0.007326,-0.021978,-12.382418,2.676923,0.252991,5.121368,-0.256410,1.365079,-0.012210,-1.505400,0.352630,0.006240,0.002392,-1.725600,0.000440,-0.002463,-0.088533,0.045495,0.102980,0.040398,-0.007672,0.007685,-0.040574,-0.940960,0.540370,1.115200,0.458340,-0.049078,0.092557,-0.437800
0.190000,-1.444457,0.338560,0.004768,-0.023842,-1.721027,-0.026131,-0.003243,-0.010989,-0.010989,0.063492,-0.004884,-0.007326,0.007326,-0.021978,-12.540659,2.756044,0.252991,5.189744,-0.256410,1.350427,-0.026862,-1.506300,0.353110,0.007326,0.002819,-1.725600,0.000521,-0.002891,-0.098159,0.051074,0.114400,0.045113,-0.008145,0.008641,-0.045059,-0.984060,0.575370,1.170100,0.484700,-0.045530,0.098698,-0.459020
0.200000,-1.444839,0.338560,0.005913,-0.023842,-1.721408,-0.026131,-0.003243,-0.032967,0.010989,0.083028,-0.004884,-0.021978,0.007326,-0.021978,-12.672527,2.835165,0.239316,5.285470,-0.261294,1.345543,-0.061050,-1.507400,0.353650,0.008530,0.003295,-1.725700,0.000613,-0.003365,-0.108210,0.057004,0.126370,0.050092,-0.008580,0.009659,-0.049753,-1.025900,0.610640,1.223800,0.510990,-0.041355,0.104880,-0.479750
0.210000,-1.445220,0.338941,0.006676,-0.023842,-1.721408,-0.026131,-0.003624,-0.032967,0.010989,0.092796,-0.004884,-0.007326,0.007326,-0.021978,-12.857143,2.967033,0.307692,5.394872,-0.266178,1.350427,-0.075702,-1.508500,0.354250,0.009856,0.003822,-1.725800,0.000715,-0.003887,-0.118670,0.063287,0.138880,0.055333,-0.008970,0.010739,-0.054652,-1.066300,0.646130,1.276300,0.537190,-0.036563,0.111100,-0.499970
0.220000,-1.445602,0.338941,0.007439,-0.023842,-1.721408,-0.026131,-0.003624,-0.054945,-0.010989,0.083028,-0.004884,-0.021978,0.007326,-0.007326,-12.936264,3.098901,0.348718,5.572650,-0.280830,1.360195,-0.070818,-1.509800,0.354920,0.011309,0.004403,-1.725900,0.000828,-0.004458,-0.129530,0.069927,0.151900,0.060835,-0.009309,0.011881,-0.059750,-1.105400,0.681820,1.327600,0.563270,-0.031164,0.117340,-0.519650
0.230000,-1.446746,0.339322,0.008965,-0.023842,-1.721408,-0.026131,-0.004005,-0.098901,0.032967,0.122100,-0.004884,-0.021978,0.007326,-0.021978,-13.041758,3.151648,0.485470,5.723077,-0.295482,1.369963,-0.109890,-1.511100,0.355650,0.012895,0.005040,-1.726000,0.000953,-0.005082,-0.140780,0.076924,0.165420,0.066598,-0.009591,0.013086,-0.065043,-1.143100,0.717640,1.377500,0.589200,-0.025169,0.123590,-0.538780
0.240000,-1.447127,0.339322,0.010491,-0.023842,-1.721408,-0.026513,-0.004387,-0.098901,0.032967,0.170940,-0.004884,-0.007326,-0.007326,-0.036630,-13.200000,3.178022,0.307692,5.832479,-0.290598,1.389499,-0.119658,-1.512600,0.356460,0.014619,0.005736,-1.726100,0.001090,-0.005760,-0.152390,0.084280,0.179440,0.072619,-0.009811,0.014353,-0.070524,-1.179300,0.753570,1.426100,0.614960,-0.018589,0.129840,-0.557340
0.250000,-1.447509,0.340467,0.012398,-0.023842,-1.721790,-0.026513,-0.005150,-0.076923,0.076923,0.170940,-0.004884,-0.036630,0.007326,-0.065934,-13.384615,3.098901,0.307692,5.996581,-0.280830,1.404151,-0.114774,-1.514200,0.357340,0.016486,0.006493,-1.726200,0.001240,-0.006493,-0.164360,0.091996,0.193940,0.078896,-0.009961,0.015682,-0.076188,-1.214000,0.789560,1.473200,0.640530,-0.011436,0.136080,-0.575300
