time,q0,q1,q2,q3,q4,q5,q6,qd0,qd1,qd2,qd3,qd4,qd5,qd6,qdd0,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,tau0,tau1,tau2,tau3,tau4,tau5,tau6
0.5,-1.48777407175441,0.159612794871981,0.0025018527405727,0.00436591170971086,-1.71228506472733,-0.00229706238917603,-0.00799543321746609,0.0928418963741376,0.0549246834513608,0.015486562064396,0.0292376010784488,0.0978911256640193,-0.0074913760187916,-0.0411799499663459,0.504834176106939,0.189216165332539,0.0641128959760988,0.133844586968505,0.538002015370185,0.0197763043404994,-0.105879201656027,0,0,0,0,0,0,0
0.51,-1.48682015218258,0.160171521496751,0.00265994449275619,0.00466502807366796,-1.71127897747901,-0.00237093425383129,-0.00841249765627313,0.0979678972894881,0.0568224743755422,0.0161338294651887,0.0305904597129685,0.10335389380022,-0.00727765799040892,-0.0422299709951096,0.520361483078413,0.190315860049709,0.0653375339467292,0.136717322503726,0.554543592696663,0.0229795936635192,-0.104099153487863,0,0,0,0,0,0,0
0.52,-1.48581419675639,0.160749278392419,0.00282456984137858,0.00497781566294439,-1.71021743634819,-0.00244250756056708,-0.00883997072602157,0.103249008454001,0.0587304746171774,0.0167932499608707,0.0319717447589945,0.108981806812809,-0.00703154473001807,-0.0432614192817396,0.535853515396062,0.19125774859354,0.0665433370857596,0.139529228912553,0.571027959544907,0.0262547041899666,-0.102164984161783,0,0,0,0,0,0,0
0.53,-1.48475465640814,0.161346159734378,0.00299584935784945,0.00530455563638421,-1.70909879304959,-0.00251145483108496,-0.00927765902696706,0.108684795805461,0.0606470979274297,0.0174646298627489,0.0333808288031849,0.114774201726008,-0.00675233759256996,-0.0442727637991527,0.551294010503051,0.192040215574317,0.067729236908041,0.142276490777859,0.587436948515542,0.0295977056119852,-0.100078756158931,0,0,0,0,0,0,0
0.54,-1.48363998722376,0.161962243756971,0.00317390162322915,0.00564552268884383,-1.70792140683529,-0.00257744179882594,-0.00972535395476766,0.114274662699256,0.0625707425670335,0.0181477647861598,0.0348170465546841,0.120730234123548,-0.00643937773680183,-0.0452624949089532,0.566666717058137,0.192661778545931,0.0688941628223053,0.144955348682537,0.603752441858423,0.033004568145622,-0.0978426843724277,0,0,0,0,0,0,0
0.55,-1.4824686520678,0.162597592605262,0.00335884312117558,0.00600098467528343,-1.7066836463064,-0.00264012781191515,-0.0101828319219545,0.120017850097954,0.0644997926430274,0.018842439632959,0.0362796954250826,0.126848878733506,-0.00609204709984738,-0.0462291258744074,0.58195541041784,0.193121089445053,0.0700370428433514,0.147562103191689,0.619956389130058,0.0364711665795661,-0.0954591338536043,0,0,0,0,0,0,0
0.56,-1.48123912220579,0.163252252200237,0.00355078813075173,0.00637120224085621,-1.70538389121789,-0.00269916624564832,-0.0106498545944168,0.125913436915621,0.0664326194592672,0.019548428581189,0.0377680361479,0.133128930189362,-0.00570976933080974,-0.0471711943501441,0.597143908099909,0.19341693590752,0.0711568043151015,0.150093118774474,0.636030824778774,0.0399932844331318,-0.0929306174114257,0,0,0,0,0,0,0
0.57,-1.47994987892233,0.16392625211758,0.00374984861916621,0.00675642845738755,-1.70402053427509,-0.0027542049241043,-0.0111261691426617,0.131960340516614,0.0683675828794833,0.020265495082029,0.039281293436969,0.139569003966482,-0.00529201068222526,-0.0480872638471253,0.612216085213324,0.193548242460767,0.0722523746440955,0.152544827661665,0.651957885640623,0.043566618219421,-0.0902597930674721,0,0,0,0,0,0,0
0.58,-1.47859941513349,0.164619605480131,0.00395613413452003,0.00715690846662938,-1.70259198291976,-0.00280488655045739,-0.0116115085075938,0.138157317368454,0.0703030327016382,0.0209933918641307,0.0408186566830566,0.146167537493034,-0.00483828085838736,-0.0489759251714545,0.627155889840104,0.193514071591229,0.0733226820429832,0.154913733635097,0.667719828329151,0.0471867818094903,-0.0874494613689841,0,0,0,0,0,0,0
0.59,-1.47718623699185,0.165332308864151,0.00416975169863419,0.00757287913066963,-1.70109666110436,-0.00285084914555307,-0.0121055916805466,0.144502963848203,0.0722373100423292,0.0217318609454365,0.0423792806880243,0.152922791434214,-0.00434813381954116,-0.0498357978356173,0.641947358354219,0.193313624685772,0.0743666562835506,0.157196415745191,0.683299046502241,0.0508493108932382,-0.0845025625626157,0,0,0,0,0,0,0
0.6,-1.47570886548273,0.166064342219455,0.00439080570003323,0.00800456868986752,-1.69953301105253,-0.00289172649430105,-0.0126081239972823,0.150995717201665,0.0741687487299718,0.022480633652574,0.0439622864357876,0.159832851148441,-0.00382116854100415,-0.0506655314407743,0.656574630662994,0.192946242846332,0.07538322945881,0.159389531952866,0.698678087989387,0.0545496675326259,-0.0814221736316781,0,0,0,0,0,0,0
0.61,-1.47416583801007,0.166815668803541,0.00461939778716085,0.00845219642867931,-1.69789949500412,-0.00292714859943039,-0.0131187974456643,0.157633856654551,0.0760956767054923,0.0232394306479147,0.0455667618993022,0.166895628314071,-0.00325702972631154,-0.0514638070287556,0.671021965356424,0.192411407577042,0.0763713367536665,0.161489822692175,0.713839671762879,0.0582832448027464,-0.0782115051997855,0,0,0,0,0,0,0
0.62,-1.47255570997048,0.167586235129734,0.00485562676190501,0.00891597234973074,-1.69619459694322,-0.00295674214214265,-0.0136372909866928,0.164415504674609,0.0780164174292524,0.0240079619643804,0.0471917628827647,0.174108862724969,-0.00265540847353068,-0.0522293384024375,0.685273754749942,0.191708741343274,0.0773299172236579,0.163494114350146,0.728766704736549,0.06204537151616,-0.0748738983039524,0,0,0,0,0,0,0
0.63,-1.47087705631386,0.168375970929443,0.00509958847351002,0.00939609685648402,-1.69441682430725,-0.00298013094919058,-0.0141632708885805,0.171338628383598,0.0799292912929211,0.0247859270480744,0.0488363138981834,0.181470124253134,-0.00201604289393516,-0.0529608734132092,0.699314539806262,0.190838008002127,0.0782579145812565,0.165399322660316,0.743442298375919,0.0658313170258256,-0.0714128210403119,0,0,0,0,0,0,0
