time,q_actual_0,q_actual_1,q_actual_2,q_actual_3,q_actual_4,q_actual_5,q_actual_6,dq_actual_0,dq_actual_1,dq_actual_2,dq_actual_3,dq_actual_4,dq_actual_5,dq_actual_6,tau_actual_0,tau_actual_1,tau_actual_2,tau_actual_3,tau_actual_4,tau_actual_5,tau_actual_6,q_ref_0,q_ref_1,q_ref_2,q_ref_3,q_ref_4,q_ref_5,q_ref_6,dq_ref_0,dq_ref_1,dq_ref_2,dq_ref_3,dq_ref_4,dq_ref_5,dq_ref_6,tau_ref_0,tau_ref_1,tau_ref_2,tau_ref_3,tau_ref_4,tau_ref_5,tau_ref_6
24.750000,-0.000191,0.654803,-0.000572,-0.000191,0.000954,-0.000572,-0.000954,0.010989,0.098901,0.004884,-0.004884,-0.007326,-0.007326,-0.021978,0.382418,7.054945,0.362393,-0.061538,0.056166,-0.398046,-0.007326,0.000000,0.662500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.760000,-0.000191,0.655184,-0.000572,-0.000191,0.000954,-0.000572,-0.000572,0.010989,0.076923,0.004884,-0.004884,0.007326,-0.007326,-0.007326,0.382418,7.160440,0.362393,-0.061538,0.061050,-0.388278,-0.012210,0.000000,0.663500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.770000,0.000191,0.655947,-0.000572,-0.000191,0.000572,-0.000572,-0.000572,0.010989,0.076923,0.004884,-0.004884,0.007326,-0.007326,-0.007326,0.356044,7.160440,0.362393,-0.047863,0.056166,-0.368742,-0.007326,0.000000,0.664500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.780000,-0.000191,0.656329,-0.000572,-0.000191,0.000954,-0.000954,-0.000572,0.010989,0.076923,0.004884,-0.004884,0.007326,-0.007326,-0.007326,0.382418,7.160440,0.389744,-0.061538,0.051282,-0.368742,-0.017094,0.000000,0.665500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.790000,0.000191,0.657473,-0.000572,-0.000191,0.000954,-0.000572,-0.000572,0.032967,0.076923,0.004884,-0.004884,0.007326,-0.007326,0.007326,0.382418,7.345055,0.403419,-0.047863,0.056166,-0.378510,-0.017094,0.000000,0.666500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.800000,-0.000191,0.658236,-0.000572,-0.000191,0.000954,-0.000572,-0.000572,-0.010989,0.076923,0.004884,-0.004884,0.007326,0.007326,-0.007326,0.356044,7.397802,0.403419,-0.034188,0.056166,-0.393162,-0.012210,0.000000,0.667500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.810000,0.000191,0.658999,-0.000572,-0.000191,0.000572,-0.000572,-0.000572,0.010989,0.098901,0.004884,-0.004884,0.007326,-0.007326,-0.007326,0.382418,7.424176,0.362393,-0.075214,0.061050,-0.393162,-0.012210,0.000000,0.668500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.820000,0.000191,0.659380,-0.000572,-0.000191,0.000572,-0.000572,-0.000572,0.010989,0.076923,0.004884,-0.004884,0.007326,-0.021978,-0.007326,0.382418,7.424176,0.403419,-0.047863,0.056166,-0.378510,-0.017094,0.000000,0.669500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.830000,-0.000191,0.660525,-0.000572,-0.000191,0.000954,-0.000572,-0.000572,0.010989,0.076923,0.004884,-0.004884,0.007326,0.007326,-0.007326,0.382418,7.503297,0.362393,-0.075214,0.056166,-0.407814,-0.002442,0.000000,0.670500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.840000,0.000191,0.660906,-0.000572,-0.000191,0.000954,-0.000572,-0.000572,0.032967,0.098901,0.004884,-0.004884,0.007326,-0.007326,-0.007326,0.382418,7.450549,0.321368,-0.075214,0.056166,-0.402930,-0.012210,0.000000,0.671500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
