time,q0,q1,q2,q3,q4,q5,q6,qd0,qd1,qd2,qd3,qd4,qd5,qd6,qdd0,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,tau0,tau1,tau2,tau3,tau4,tau5,tau6
0.740000,-1.593287,0.283004,0.305888,0.072647,-1.711796,0.012468,-0.117098,-1.522206,1.538165,1.868173,1.083459,0.310499,0.286574,-0.716001,-1.262784,3.242454,1.993277,2.060035,1.063647,0.302830,-0.697603,-11.073381,3.834871,0.611435,4.511754,0.018181,0.633200,-0.103076
0.750000,-1.603720,0.292438,0.317724,0.079367,-1.710215,0.014152,-0.121426,-1.534462,1.570524,1.887801,1.103997,0.321190,0.289514,-0.722846,-1.187546,3.228341,1.931566,2.046769,1.074165,0.284849,-0.670966,-10.979339,3.795913,0.612341,4.473021,0.019852,0.627140,-0.104018
0.760000,-1.605482,0.294033,0.319660,0.080509,-1.709963,0.014405,-0.122136,-1.545957,1.602731,1.906804,1.124395,0.331983,0.292271,-0.729421,-1.110465,3.211932,1.868024,2.032151,1.084163,0.266223,-0.643594,-10.883077,3.754711,0.612847,4.433626,0.021548,0.620892,-0.104876
0.770000,-1.623468,0.310474,0.341034,0.092229,-1.708523,0.017229,-0.129521,-1.556672,1.634763,1.925162,1.144640,0.342873,0.294839,-0.735718,-1.031598,3.193216,1.802690,2.016185,1.093624,0.246960,-0.615504,-10.784655,3.711269,0.612944,4.393601,0.023266,0.614460,-0.105645
0.780000,-1.632730,0.318926,0.351114,0.098209,-1.706628,0.018684,-0.133257,-1.566589,1.666596,1.942858,1.164719,0.353855,0.297211,-0.741731,-0.951006,3.172185,1.735607,1.998875,1.102532,0.227068,-0.586714,-10.684133,3.665595,0.612622,4.352980,0.025006,0.607847,-0.106322
0.790000,-1.638352,0.324056,0.356960,0.101853,-1.705691,0.019481,-0.135422,-1.575692,1.698207,1.959874,1.184617,0.364924,0.299380,-0.747452,-0.868752,3.148830,1.666817,1.980228,1.110873,0.206556,-0.557243,-10.581575,3.617700,0.611872,4.311797,0.026766,0.601057,-0.106903
0.800000,-1.655422,0.339954,0.376931,0.113313,-1.704534,0.022297,-0.142163,-1.583964,1.729572,1.976194,1.204323,0.376073,0.301342,-0.752875,-0.784903,3.123148,1.596367,1.960253,1.118631,0.185436,-0.527111,-10.477048,3.567595,0.610684,4.270088,0.028547,0.594094,-0.107383
0.810000,-1.663229,0.347111,0.385002,0.118300,-1.702546,0.023749,-0.145267,-1.591390,1.760670,1.991801,1.223822,0.387296,0.303089,-0.757994,-0.699526,3.095137,1.524305,1.938959,1.125792,0.163717,-0.496339,-10.370621,3.515294,0.609049,4.227887,0.030346,0.586962,-0.107761
0.820000,-1.671064,0.354347,0.392881,0.123476,-1.701131,0.024872,-0.148229,-1.597955,1.791475,2.006680,1.243102,0.398588,0.304616,-0.762802,-0.612692,3.064795,1.450680,1.916357,1.132341,0.141412,-0.464949,-10.262363,3.460814,0.606959,4.185230,0.032162,0.579664,-0.108031
0.830000,-1.688924,0.371284,0.414430,0.135797,-1.699190,0.027500,-0.155398,-1.603644,1.821965,2.020815,1.262150,0.409943,0.305917,-0.767293,-0.524472,3.032124,1.375543,1.892460,1.138265,0.118532,-0.432962,-10.152348,3.404172,0.604404,4.142156,0.033995,0.572205,-0.108191
0.840000,-1.692993,0.375039,0.418579,0.138405,-1.698115,0.028210,-0.156997,-1.608444,1.852118,2.034191,1.280951,0.421354,0.306987,-0.771462,-0.434943,2.997129,1.298948,1.867280,1.143550,0.095092,-0.400402,-10.040650,3.345390,0.601374,4.098700,0.035843,0.564590,-0.108236
0.850000,-1.701073,0.382664,0.427117,0.143964,-1.696482,0.029305,-0.160063,-1.612343,1.881908,2.046794,1.299495,0.432814,0.307819,-0.775301,-0.344180,2.959815,1.220949,1.840834,1.148183,0.071106,-0.367293,-9.927345,3.284488,0.597863,4.054901,0.037705,0.556822,-0.108164
