time,q0,q1,q2,q3,q4,q5,q6,qd0,qd1,qd2,qd3,qd4,qd5,qd6,qdd0,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,tau0,tau1,tau2,tau3,tau4,tau5,tau6
0.610000,-1.490546,0.193518,0.173242,0.007675,-1.722977,-0.002587,-0.068176,-1.132307,0.918510,1.531593,0.665462,0.144852,0.171684,-0.583210,-4.562349,4.725791,4.360555,3.116278,1.214616,0.957841,-1.418794,-15.290168,5.508886,0.543816,6.611929,-0.016373,0.965675,0.059504
0.620000,-1.496265,0.198198,0.180457,0.011144,-1.722328,-0.001838,-0.071021,-1.177911,0.966136,1.576445,0.697214,0.156504,0.180915,-0.597797,-4.555311,4.794129,4.560682,3.230321,1.107947,0.889252,-1.485828,-15.307068,5.519875,0.536962,6.593112,-0.017896,0.964783,0.062435
0.630000,-1.507071,0.207282,0.197022,0.017907,-1.721441,-0.000302,-0.077009,-1.223413,1.014392,1.622807,0.730069,0.167011,0.189469,-0.612927,-4.542709,4.850535,4.653629,3.333680,0.991580,0.824792,-1.523952,-15.311020,5.521404,0.529086,6.566583,-0.019262,0.963188,0.064873
0.640000,-1.508331,0.208326,0.198661,0.018646,-1.721227,-0.000102,-0.077606,-1.268765,1.063147,1.669518,0.763887,0.176335,0.197411,-0.628276,-4.526111,4.892736,4.627099,3.420003,0.877775,0.768163,-1.527479,-15.300377,5.512442,0.519981,6.531791,-0.020347,0.960768,0.066793
0.650000,-1.516003,0.214782,0.208296,0.023365,-1.720162,0.000896,-0.081275,-1.313935,1.112247,1.715349,0.798469,0.184566,0.204833,-0.643476,-4.506456,4.918461,4.480081,3.483613,0.779259,0.722216,-1.493953,-15.273487,5.492009,0.509553,6.488348,-0.021052,0.957367,0.068145
0.660000,-1.528058,0.225200,0.226114,0.031012,-1.718777,0.002713,-0.087623,-1.358894,1.161516,1.759119,0.833560,0.191921,0.211855,-0.658155,-4.483966,4.925635,4.222747,3.519955,0.708156,0.688814,-1.424428,-15.228801,5.459256,0.497837,6.436071,-0.021318,0.952801,0.068860
0.670000,-1.528058,0.225200,0.226114,0.031012,-1.718777,0.002713,-0.087623,-1.403614,1.210760,1.799804,0.868868,0.198730,0.218609,-0.671965,-4.458143,4.912583,3.875122,3.525972,0.674894,0.668766,-1.323390,-15.164983,5.413551,0.484983,6.375007,-0.021136,0.946882,0.068858
0.680000,-1.537943,0.233708,0.238112,0.037155,-1.717811,0.004035,-0.092060,-1.448057,1.259768,1.836622,0.904079,0.205418,0.225230,-0.684622,-4.427838,4.878228,3.464742,3.500385,0.687216,0.661840,-1.198332,-15.081011,5.354546,0.471232,6.305444,-0.020545,0.939431,0.068065
0.690000,-1.551208,0.245442,0.256523,0.045689,-1.716718,0.006130,-0.098717,-1.492171,1.308324,1.869098,0.938876,0.212474,0.231846,-0.695931,-4.391385,4.822263,3.023648,3.443862,0.749345,0.666826,-1.059027,-14.976269,5.282233,0.456875,6.227904,-0.019638,0.930294,0.066429
0.700000,-1.551208,0.245442,0.256523,0.045689,-1.716718,0.006130,-0.098717,-1.535885,1.356213,1.897095,0.972956,0.220405,0.238567,-0.705803,-4.346774,4.745269,2.585085,3.359049,0.861386,0.681652,-0.916586,-14.850612,5.196984,0.442209,6.143121,-0.018558,0.919361,0.063935
0.710000,-1.565134,0.257865,0.274563,0.054708,-1.715635,0.008277,-0.105189,-1.579107,1.403230,1.920800,1.006057,0.229702,0.245479,-0.714263,-4.291859,4.648775,2.180336,3.250471,1.019010,0.703537,-0.782382,-14.704407,5.099568,0.427489,6.051996,-0.017486,0.906572,0.060622
0.720000,-1.576478,0.267968,0.287757,0.061899,-1.713331,0.010136,-0.110203,-1.621722,1.449189,1.940701,1.037966,0.240786,0.252637,-0.721451,-4.224551,4.535234,1.835999,3.124293,1.213450,0.729183,-0.666976,-14.538542,4.991141,0.412897,5.955555,-0.016631,0.891934,0.056583
0.730000,-1.576478,0.267968,0.287757,0.061899,-1.713331,0.010136,-0.110203,-1.663598,1.493934,1.957520,1.068542,0.253971,0.260063,-0.727603,-4.143008,4.407928,1.571971,2.987940,1.431888,0.755021,-0.579134,-14.354406,4.873222,0.398517,5.854895,-0.016215,0.875516,0.051975
0.740000,-1.593287,0.283004,0.305888,0.072647,-1.711796,0.012468,-0.117098,-1.704582,1.537347,1.972141,1.097725,0.269423,0.267738,-0.733033,-4.045800,4.270789,1.400215,2.849604,1.658234,0.777495,-0.525046,-14.153832,4.747638,0.384329,5.751123,-0.016451,0.857460,0.046998
0.750000,-1.603720,0.292438,0.317724,0.079367,-1.710215,0.014152,-0.121426,-1.744514,1.579350,1.985524,1.125535,0.287135,0.275612,-0.738104,-3.932037,4.128166,1.324347,2.717655,1.874303,0.793387,-0.507810,-13.939012,4.616451,0.370225,5.645300,-0.017523,0.837968,0.041886
0.760000,-1.605482,0.294033,0.319660,0.080509,-1.709963,0.014405,-0.122136,-1.783223,1.619911,1.998628,1.152078,0.306909,0.283606,-0.743190,-3.801463,3.984546,1.339939,2.600009,2.061297,0.800128,-0.527220,-13.712384,4.481866,0.356026,5.538379,-0.019563,0.817303,0.036883
0.770000,-1.623468,0.310474,0.341034,0.092229,-1.708523,0.017229,-0.129521,-1.820543,1.659041,2.012323,1.177535,0.328361,0.291615,-0.748648,-3.654506,3.844258,1.435451,2.503511,2.201432,0.796058,-0.579855,-13.476500,4.346124,0.341526,5.431154,-0.022626,0.795772,0.032214
0.780000,-1.632730,0.318926,0.351114,0.098209,-1.706628,0.018684,-0.133257,-1.856313,1.696796,2.027337,1.202148,0.350938,0.299527,-0.754787,-3.492267,3.711192,1.593658,2.433405,2.279545,0.780557,-0.659456,-13.233887,4.211396,0.326520,5.324215,-0.026673,0.773712,0.028061
0.790000,-1.638352,0.324056,0.356960,0.101853,-1.705691,0.019481,-0.135422,-1.890388,1.733265,2.044196,1.226203,0.373952,0.307226,-0.761837,-3.316460,3.588550,1.793470,2.392954,2.284477,0.754028,-0.757533,-12.986906,4.079671,0.310848,5.217913,-0.031563,0.751471,0.024543
0.800000,-1.655422,0.339954,0.376931,0.113313,-1.704534,0.022297,-0.142163,-1.922642,1.768567,2.063206,1.250007,0.396628,0.314607,-0.769937,-3.129296,3.478663,2.012016,2.383251,2.210128,0.717695,-0.864147,-12.737628,3.952659,0.294429,5.112345,-0.037040,0.729384,0.021691
0.810000,-1.663229,0.347111,0.385002,0.118300,-1.702546,0.023749,-0.145267,-1.952974,1.802838,2.084437,1.273868,0.418155,0.321580,-0.779120,-2.933322,3.382887,2.226818,2.403241,2.056087,0.673279,-0.968799,-12.487728,3.831717,0.277281,5.007367,-0.042750,0.707754,0.019447
0.820000,-1.671064,0.354347,0.392881,0.123476,-1.701131,0.024872,-0.148229,-1.981309,1.836225,2.107742,1.298072,0.437749,0.328073,-0.789313,-2.731240,3.301590,2.417873,2.449942,1.827818,0.622583,-1.061344,-12.238414,3.717796,0.259542,4.902616,-0.048257,0.686824,0.017656
0.830000,-1.688924,0.371284,0.414430,0.135797,-1.699190,0.027500,-0.155398,-2.007599,1.868870,2.132794,1.322867,0.454711,0.334032,-0.800347,-2.525725,3.234211,2.569391,2.518809,1.536402,0.567100,-1.132846,-11.990392,3.611421,0.241468,4.797565,-0.053070,0.666768,0.016077
0.840000,-1.692993,0.375039,0.418579,0.138405,-1.698115,0.028210,-0.156997,-2.031823,1.900909,2.159130,1.348448,0.468477,0.339415,-0.811970,-2.319258,3.179396,2.670998,2.604202,1.197860,0.507728,-1.176295,-11.743865,3.512702,0.223425,4.691583,-0.056685,0.647669,0.014404
0.850000,-1.701073,0.382664,0.427117,0.143964,-1.696482,0.029305,-0.160063,-2.053984,1.932458,2.186214,1.374951,0.478668,0.344186,-0.823873,-2.114005,3.135174,2.718218,2.699859,0.832079,0.444660,-1.187106,-11.498571,3.421369,0.205866,4.584013,-0.058630,0.629520,0.012288
